genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_encoded,song_length,genre_encoded
Alternative,Kiana Ledé,Bouncin (feat. Offset),1YWnrz4pqjtt2zlEOuDIFg,69,0.15,0.942,172493,0.557,2.97e-05,8,0.103,-8.433,1,0.307,100.986,4.0,0.77,6933,403.944,1
Soundtrack,Greg Edmonson,Badlands,3ouFse7ycrv9oopru56jyp,29,0.243,0.216,164493,0.506,0.922,2,0.438,-11.559,1,0.0432,74.582,4.0,0.194,4867,298.328,25
Blues,Anders Osborne,Pontchartrain,5AeTjkSI1P8GUY7wkuQNt3,28,0.869,0.568,287333,0.038,0.208,1,0.108,-21.717,1,0.0385,125.596,4.0,0.0315,611,502.384,3
Reggaeton,Yomo,Juguetona - Allstar Remix,75HaUWNsjmMUB4256uTYXi,36,0.104,0.807,424406,0.699,0.0,4,0.354,-6.311,0,0.0857,156.035,4.0,0.868,14195,624.14,21
Soul,Foreign Air,Loud Magic,5gAC4dyUhRY9ibLg7ePZ39,56,0.0175,0.483,204627,0.828,9.5e-06,1,0.104,-5.293,1,0.0336,89.992,4.0,0.426,4280,359.968,24
Soundtrack,The Chamber Orchestra Of London,A Dangerous Path,5jnLqrrKrWtUP7VqopCQrm,35,0.977,0.134,192107,0.158,0.842,7,0.105,-19.402,0,0.041,80.442,4.0,0.0379,12376,321.768,25
Opera,Giuseppe Verdi,"Aida, Act 1: ""Se quel guerrier io fossi!"" - ""Celeste Aida""",2darf7fFqtLbFUqEQb8f4n,21,0.981,0.261,301427,0.171,0.00252,10,0.169,-16.832,1,0.0447,144.242,4.0,0.067,4736,576.968,16
Folk,Carole King,Jazzman,2wHvE5GdYhuTOAqPg4r0w4,41,0.227,0.576,223440,0.657,0.000909,5,0.231,-10.484,1,0.0297,118.354,4.0,0.812,2163,473.416,11
Dance,MGMT,Hand It Over,1s2oewEkFG9eF9Mq7MyvCV,57,0.706,0.378,253360,0.614,0.00766,1,0.129,-8.941,0,0.0387,175.926,4.0,0.481,7955,703.704,9
Blues,"Crosby, Stills & Nash",Just a Song Before I Go,1wHJ3n8ERZljmfGXc1PRbe,39,0.874,0.671,133960,0.233,0.00016,11,0.12,-18.003,0,0.0378,108.063,4.0,0.486,2787,432.252,3
Reggaeton,Ilegales,Rebotando,63GJuUon48Cg1qMmQzxjj5,27,0.0363,0.809,244333,0.906,0.000186,7,0.0499,-7.264,1,0.103,132.441,4.0,0.806,5485,529.764,21
Soul,Jai Wolf,Starlight (Goldroom Remix),59lS9c3HcYu12sg8uVpnxx,40,0.0356,0.566,386526,0.84,0.0901,4,0.112,-8.203,1,0.0358,94.989,4.0,0.117,5743,379.956,24
Reggaeton,Jeloz,Robame,313XB2eHu051iall0qjBbh,27,0.00424,0.639,164276,0.697,0.0,11,0.111,-5.221,1,0.112,93.916,4.0,0.326,5982,375.664,21
Children's Music,Kimbo Children's Music,Millie the Moth (Instrumental),6HTMHpsVLH5GEXFH78lJK8,0,0.833,0.881,162182,0.181,0.244,10,0.0908,-16.635,1,0.0769,125.688,4.0,0.724,6980,502.752,4
World,Jesus Culture,Yes And Amen - Live,0Kh2p1mWtgTSqBobkaurUR,46,0.00441,0.375,347267,0.708,0.0,2,0.852,-5.532,1,0.0403,143.827,4.0,0.145,6065,575.308,26
Ska,Harry J Allstars,Don't Let Me Down,0d4GvyEjWEd0BHYWSqEAWU,20,0.58,0.636,212307,0.73,0.52,4,0.212,-6.771,1,0.0324,155.591,4.0,0.925,5098,622.364,23
Dance,Beyoncé,Ego,6GcuA4J9ruyClBizBd4m5E,58,0.155,0.623,236360,0.389,0.0,1,0.163,-7.816,1,0.241,79.454,4.0,0.489,1351,317.816,9
Jazz,Bonus Points,Pizza & Video Games,5lKVnMys3w5IVaqEcEPWn6,43,0.00605,0.571,170288,0.73,0.869,8,0.263,-8.444,0,0.128,170.438,4.0,0.645,1692,681.752,14
R&B,Amber Mark,Heatwave,5DQ45iTgC4PgcaYt89gg6y,42,0.0162,0.731,269524,0.95,0.000213,9,0.068,-4.369,0,0.0559,126.019,4.0,0.878,553,504.076,18
Comedy,Alonzo Bodden,Instant Replay,3iAOqJ1ccB7eJ32LV15j9y,14,0.859,0.58,216507,0.869,0.0,7,0.728,-9.244,1,0.941,111.697,5.0,0.461,512,558.485,7
Rap,$uicideBoy$,O' Lord! I Have My Doubts,1DvJUOlSzKhpVjQU15kPp1,60,0.315,0.711,139703,0.54,0.0,11,0.103,-6.214,0,0.0941,110.037,4.0,0.0824,6,440.148,19
Pop,Thalía,No Me Acuerdo,1G586ld1gbaECg4Bc6w40O,82,0.175,0.837,217653,0.784,0.0,7,0.0897,-4.531,0,0.101,94.036,4.0,0.748,12225,376.144,17
Reggae,The Holdup,Honest (feat. James Melo),4mvUS995s0H2EU6eixsGWS,21,0.568,0.607,222125,0.802,0.0,7,0.119,-4.979,0,0.06,167.056,4.0,0.829,12617,668.224,20
World,Casting Crowns,Thrive (The nightSHIFT Remix),7kQh2gBStbgIwGbEqidYEC,27,0.0261,0.569,297627,0.891,0.0,6,0.114,-3.279,1,0.035,128.026,4.0,0.759,2206,512.104,26
Reggae,Slightly Stoopid,Free Dub,4gD8R8le4OFtsxdtrc2FTk,22,0.47,0.58,594933,0.329,0.00425,9,0.245,-11.825,1,0.373,80.117,4.0,0.119,11445,320.468,20
World,Brian Eno,Help Me Somebody,4Hr7vxQy2I5A0DJU9PTdHL,24,0.476,0.668,256480,0.957,0.802,8,0.378,-7.034,1,0.0685,148.463,4.0,0.904,1810,593.852,26
Soul,Otis Redding,Knock on Wood,5Sx26i9lDxDHTOM5YvxVOt,46,0.0395,0.75,172760,0.384,3.46e-05,4,0.121,-12.143,1,0.0537,124.641,4.0,0.894,9574,498.564,24
Movie,Donna Murphy,Hello Again (Scene One: The Whore and the Soldier),0JQ2EkHrBIhWGsn9v6rcLU,20,0.857,0.294,397867,0.0447,1.46e-05,8,0.241,-22.134,0,0.051,86.26,3.0,0.0996,3478,258.78000000000003,15
Rap,XXXTENTACION,Gassed Up!,15Y949TGjUppdT78h0S49P,74,0.293,0.843,225051,0.56,6.72e-06,6,0.0984,-6.122,1,0.284,130.032,4.0,0.477,14098,520.128,19
Folk,The National,Exile Vilify (From the Game Portal 2),1IbFHfVWUDNkhSY9PWt9th,46,0.777,0.512,285000,0.373,0.501,8,0.11,-11.765,0,0.0289,120.059,3.0,0.204,12774,360.177,11
Movie,Lorie,Près de moi - Groove Mix,2Y7ULzTeTLbpB4kdpW8re6,2,0.0377,0.789,205627,0.681,1.17e-06,5,0.227,-5.896,1,0.0287,105.947,4.0,0.777,7716,423.788,15
Pop,Mint Condition,What Kind Of Man Would I Be,5qR3pYQIC10S7aD2YBjgui,58,0.39,0.651,264600,0.498,0.0,0,0.143,-8.868,0,0.0318,109.906,4.0,0.423,8701,439.624,17
Alternative,Rob Zombie,Dragula,6Nm8h73ycDG2saCnZV8poF,66,8.74e-05,0.591,222827,0.963,0.000107,0,0.0781,-6.489,0,0.0531,125.03,4.0,0.609,10592,500.12,1
Rock,The Revivalists,Change,3bGWIrId9JXQYZZZzJIa0H,56,0.00133,0.508,229453,0.903,7.88e-06,9,0.116,-4.91,0,0.0442,141.987,4.0,0.689,12869,567.948,22
Reggae,Cultura Profética,Yavida,0wMNby43i5Vtvj8aNtvf3t,37,0.422,0.89,260427,0.544,0.0,7,0.0718,-8.135,0,0.0868,129.858,4.0,0.776,2812,519.432,20
Soundtrack,Harry Gregson-Williams,Eating Alone,0VIceSvgrC0BMTSj8pj6f0,34,0.946,0.378,77560,0.0886,0.963,0,0.108,-27.251,1,0.0516,178.102,4.0,0.0361,5097,712.408,25
Anime,Nayutalien,Airy Fall,0HFw6eUtxBNDpQsW5IzBO4,12,0.0445,0.473,182675,0.919,0.0,5,0.15,-0.479,1,0.0467,156.935,4.0,0.666,9104,627.74,2
R&B,Raveena,Sweet Time,3wv9jIR1DAGxTRMm1kH6GL,61,0.618,0.819,251433,0.363,0.00199,0,0.103,-9.466,1,0.17,96.001,4.0,0.55,10341,384.004,18
World,Rodrigo y Gabriela,Sunday Neurosis,1hchvAsYVcb6pKJvyB6T2O,19,0.949,0.502,316053,0.289,0.689,11,0.118,-16.911,0,0.0552,107.637,4.0,0.142,10656,430.548,26
Alternative,Gorillaz,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),1UJNbgfTzG1gZZTWFJdMf1,55,0.0598,0.705,174867,0.751,2.51e-06,7,0.907,-4.767,1,0.287,80.727,4.0,0.819,4813,322.908,1
World,Don Moen,Celebrate Jesus,5BzIIulCXZDuvr0giIyU2V,39,0.0614,0.412,230120,0.937,0.0,0,0.936,-4.491,1,0.104,154.828,4.0,0.679,3463,619.312,26
Reggaeton,Alex Rose,Darte Remix,6xqbec9MHRmW7qtEINAlRx,76,0.144,0.81,512093,0.631,1.32e-06,4,0.451,-6.541,0,0.0938,154.976,4.0,0.573,412,619.904,21
Reggae,Tarrus Riley,Love Created I [Marcus Teaching],7qlJrpxL8dgSZqLB5mozcX,26,0.05,0.822,326773,0.447,0.0,11,0.373,-7.706,1,0.321,141.662,4.0,0.843,12110,566.648,20
Movie,Chorus,Dhanasri,4fYstbQkll5zGQP61e8gRP,0,0.683,0.61,341420,0.899,0.00537,7,0.277,-7.23,1,0.0968,93.596,4.0,0.768,2416,374.384,15
Rap,50 Cent,Disco Inferno,69bHJ9qs5FrUJbKP8xU8uZ,68,0.206,0.925,214227,0.659,7.88e-05,3,0.279,-4.763,1,0.231,97.018,4.0,0.71,66,388.072,19
Alternative,Matthew West,Broken Things,4v8GJxLdvUiN7R31cKcmNL,52,0.0498,0.533,187293,0.536,0.0,0,0.191,-7.255,1,0.0322,110.573,4.0,0.246,8365,442.292,1
World,John Mark McMillan,King Of My Heart,5OAHk4SXmhIjBhtLMVPllV,57,0.712,0.537,295719,0.437,0.0861,3,0.0986,-8.78,1,0.0272,136.093,4.0,0.195,6281,544.372,26
Indie,Teyana Taylor,Hurry,6NqbN00vLmWfrQSx2wjD4z,61,0.824,0.696,174200,0.463,0.0,7,0.104,-8.562,1,0.126,81.35,4.0,0.53,12222,325.4,13
Children's Music,Three Days Grace,Never Too Late,3HE50TVRquwXe9yv2HFoNL,70,0.00838,0.433,209333,0.778,0.0,2,0.163,-4.68,0,0.0371,149.864,4.0,0.217,13141,599.456,5
Movie,Bernard Minet,La petite fille de Sarajevo,1jBrTQ8AJX0lpGNzSzlOo9,0,0.322,0.417,275650,0.63,9.38e-05,5,0.0809,-7.586,1,0.0281,190.018,4.0,0.541,1321,760.072,15
Alternative,Jakob Ogawa,Sunshine Girl - Demo,5bj2XmbAU0WCGI14P4LsON,53,0.203,0.656,128985,0.594,0.261,6,0.376,-9.463,1,0.0517,88.38,4.0,0.697,5758,353.52,1
Classical,GALNERYUS,RAISE MY SWORD,4N98sfqOlMlP1iO7kuW0t9,43,6.81e-06,0.263,431080,0.968,0.000981,6,0.747,-3.674,1,0.121,184.006,4.0,0.286,4477,736.024,6
Reggaeton,Casa De Leones,Trambo - Amended Version,02UWipGM8L8pAVFW7DnvbI,28,0.0682,0.827,269760,0.78,0.0,6,0.209,-5.478,0,0.0678,94.005,4.0,0.788,2181,376.02,21
Movie,George Bruns,Blues,5AuCbaWPXaxrVFXPPiAqfk,8,0.762,0.751,53960,0.0846,0.000411,11,0.0812,-23.525,1,0.0427,108.631,3.0,0.499,4615,325.89300000000003,15
Dance,Pet Shop Boys,It's A Sin - 2001 Remastered Version,6vYK729O29XnvQqPWyLPfe,45,0.243,0.538,300293,0.864,0.00054,0,0.239,-5.928,0,0.0451,127.127,4.0,0.293,9873,508.508,9
Alternative,Aaron Lewis,Country Boy (feat. George Jones & Charlie Daniels),77A7dWpSxVoauUbJn83Oj3,62,0.296,0.595,283347,0.667,0.0,6,0.109,-6.442,1,0.034,121.949,4.0,0.272,174,487.796,1
World,John Cale,"Hello, There",6Hm0mU868o8cPVkQ7tOmFa,34,0.158,0.589,164200,0.658,7.99e-05,0,0.0631,-9.374,1,0.0256,103.749,4.0,0.868,6248,414.996,26
Anime,40mP,トリノコシティ -MIKU EXPO 2014 in INDONESIA Live-,7MAatR8meldiVbWqtfXZkP,21,0.106,0.571,202741,0.954,0.00987,3,0.206,-3.716,0,0.0571,134.978,4.0,0.635,59,539.912,2
Soul,Otis Redding,Bring It on Home to Me,35uBp19uiQXgztg8NRQOkT,43,0.431,0.657,151840,0.263,0.0,8,0.111,-17.447,1,0.0312,95.567,3.0,0.883,9574,286.70099999999996,24
Rock,Tame Impala,Sundown Syndrome,3ZuT0Evo8chdVM6rPXXqgd,54,0.0991,0.354,349333,0.735,0.532,8,0.134,-4.765,0,0.0327,68.284,4.0,0.314,12089,273.136,22
Reggaeton,Hector & Tito,Ay Amor - Salsa,2jJrZRP9AtQMD6zlk4JCPO,24,0.312,0.712,258200,0.829,0.0,1,0.0553,-4.321,0,0.125,165.409,4.0,0.972,5147,661.636,21
Children's Music,Dora The Explorer,We Did It!,4Ki1pw570uD0iVcvpJMASS,18,0.381,0.84,37093,0.797,0.000828,2,0.0467,-5.566,1,0.0391,145.085,4.0,0.976,3494,580.34,4
Opera,Katherine Jenkins,Barcelona,43AOcls16HaAzTmmwwyjR6,24,0.861,0.22,266888,0.381,1.45e-06,0,0.277,-9.775,1,0.0347,89.552,4.0,0.143,6790,358.208,16
Hip-Hop,Slum Village,Selfish,7sZCAHP2duHwr5M5K7lHsb,52,0.221,0.71,225400,0.597,0.0,7,0.432,-6.468,1,0.239,95.769,4.0,0.49,11463,383.076,12
Reggaeton,Yaga & Mackie,Pa' Frontiarle a Cualquiera,4BtCp94zU2hgn0c4g8T62q,30,0.00738,0.652,232803,0.808,0.0,2,0.255,-6.228,1,0.269,92.973,4.0,0.526,14136,371.892,21
Electronic,12th Planet,Let It Bang ft MACTurnup,2A7C2pIp1N0sgOi0aM6z3g,34,0.000871,0.581,230400,0.96,0.00346,1,0.131,-2.478,1,0.22,149.923,4.0,0.155,27,599.692,10
Ska,Skao,Final Countdown,6PSTQcsvlaCVJ35IS4v9fy,12,0.00756,0.519,225613,0.971,4.84e-05,6,0.0939,-5.708,0,0.322,94.067,4.0,0.5,11397,376.268,23
Folk,Mischief Brew,"Coffee, God, And Cigarettes",0SQmgir2AkvVKa3snPcn2z,43,0.327,0.456,140680,0.54,0.0,2,0.17,-4.593,1,0.0433,149.746,4.0,0.77,8718,598.984,11
Electronic,Jordan Comolli,Darkness,3UstwH6SdMGhieIOsy7S1K,30,0.0704,0.5,168761,0.979,0.788,5,0.216,-1.246,1,0.111,160.069,4.0,0.32,6418,640.276,10
Hip-Hop,Los Inquietos Del Norte,De Que Se Puede Se Puede,77Iga1bBAcbCJgM5xzWvJ7,53,0.0644,0.551,142280,0.891,0.0,2,0.25,-4.04,1,0.193,97.471,1.0,0.68,7746,97.471,12
Children's Music,Boston Manor,England's Dreaming,3Ej8frxLOam0qx1HvCcipW,45,0.000151,0.174,217373,0.871,0.000162,8,0.307,-3.946,0,0.0563,73.196,4.0,0.231,1721,292.784,5
Indie,Amy Shark,Mess Her Up - Single Edit,3TZgPOKPqzvj2pS4AeGTAu,54,0.0363,0.605,205671,0.816,0.000744,7,0.125,-4.475,1,0.0432,160.05,4.0,0.285,593,640.2,13
Electronic,Boombox Cartel,Virus,2MnRPfTutFc6FMVRpLIfxN,26,0.067,0.842,252169,0.979,0.698,1,0.497,-3.995,1,0.315,139.978,4.0,0.364,1702,559.912,10
Classical,Wolfgang Amadeus Mozart,"Concerto No. 3 in E-Flat Major, K.447: I. Allegro",29lQckJgUUlqkiGFDIcNfU,22,0.989,0.42,422964,0.0566,0.933,3,0.174,-22.701,1,0.0432,126.681,4.0,0.313,14047,506.724,6
Classical,Wolfgang Amadeus Mozart,"Symphony No. 5 in B-Flat Major, K. 22: II. Andante",5UFQvhlcd3Tzs9KN8CQpUm,28,0.94,0.121,178240,0.024,0.719,7,0.11,-26.941,0,0.033,171.623,4.0,0.0395,14047,686.492,6
R&B,Solange,Fuck the Industry,6se3o3ELSaQuYX3pxnxyw3,48,0.26,0.505,229696,0.684,2.18e-06,8,0.31,-5.54,1,0.169,79.359,4.0,0.725,11542,317.436,18
Soundtrack,Gabriel Yared,Theresa,0ENiALbSWNJAZ9YWQbUhrv,41,0.98,0.193,182360,0.187,0.945,2,0.138,-15.992,0,0.0316,81.591,5.0,0.191,4509,407.955,25
Blues,Jonny Lang,Before You Hit The Ground,6X3oobD0XUStLRoCciGEmj,34,0.181,0.722,234427,0.873,0.00281,9,0.136,-5.856,1,0.0901,92.399,4.0,0.837,6414,369.596,3
Electronic,Shlump,Alien Technology,7vwJb2F7I552wXgqkjPFyj,36,0.0151,0.692,170000,0.811,0.00645,5,0.293,-5.409,0,0.138,143.966,4.0,0.376,11273,575.864,10
Soul,VHS Collection,Fade Out,6axJ4gNQtLcOURaYZ4KTHy,41,0.00187,0.633,245520,0.632,0.00015,0,0.0534,-5.42,1,0.0335,101.013,4.0,0.496,13622,404.052,24
Pop,Evan And Jaron,Crazy for This Girl,2gdt70w8DOCWGq1HdkgSUd,59,0.000487,0.457,202027,0.926,5.69e-05,0,0.0949,-5.461,1,0.038,93.964,4.0,0.41,4012,375.856,17
World,David Crowder Band,We Won't Be Quiet,0QVcHFITSXUOJ7fOQWftwR,28,0.00467,0.506,154307,0.767,0.0402,8,0.109,-6.0,1,0.0744,144.981,4.0,0.413,3114,579.924,26
Rap,Fetty Wap,Trippin Baby,1QOtqVejAXZ8zgMamCgHEF,62,0.432,0.846,181208,0.578,0.00281,1,0.335,-11.464,0,0.491,149.018,4.0,0.706,4180,596.072,19
Jazz,The Dillinger Escape Plan,Limerent Death,7yK506fgse6qsVjSVPWrKc,37,5.05e-06,0.373,246430,0.959,0.0218,1,0.636,-3.513,1,0.13,100.047,4.0,0.269,12462,400.188,14
Children's Music,Drive-By Truckers,Goddamn Lonely Love,7ekj86VgKXB5XFTwVYnTQP,50,0.116,0.426,299333,0.534,0.00932,7,0.188,-7.477,1,0.0295,119.306,4.0,0.133,3558,477.224,5
Alternative,Kali Uchis,Killer,5n1WeUNWJIjs9ueYD4v0Pt,55,0.129,0.622,172357,0.638,1e-05,0,0.362,-6.291,1,0.043,140.005,4.0,0.646,6713,560.02,1
Alternative,Trivium,The Heart From Your Hate,5yDJpu0xh0d1w13gXaE3lS,62,0.00876,0.582,243853,0.928,5.03e-06,10,0.297,-4.659,0,0.0635,113.043,4.0,0.565,13456,452.172,1
Blues,JD McPherson,Your Love (All That I'm Missing),3Jbjws3pkP33F7WSZTKqmO,23,0.697,0.625,180827,0.481,0.000124,8,0.0453,-8.85,1,0.0881,177.649,3.0,0.948,5630,532.947,3
Movie,Jim Cummings,"Goodbye, Farewell",5NYDFPHhDRla4HqEHxuhon,40,0.937,0.566,79800,0.28,1.54e-05,0,0.273,-13.608,1,0.0935,125.208,4.0,0.877,6091,500.832,15
Movie,Chorus,Sithniyan,79109EsXlX2SS5B0oK88fW,0,0.0124,0.652,250973,0.768,0.000594,6,0.0977,-10.647,1,0.05,101.996,4.0,0.97,2416,407.984,15
R&B,Usher,Superstar - Confessions Special Edition Version,18JosZY3HzD3lMy6iOOSAY,54,0.127,0.673,191573,0.592,0.0,6,0.336,-5.196,0,0.0537,142.222,3.0,0.705,13613,426.66600000000005,18
Classical,Nicholas Goluses,"Sonata No. 1 in G Minor, BWV 1001 (arr. N. Goluses): I. Adagio",2jfIvxQImA5Md6KcZKrlrD,27,0.993,0.413,222160,0.0603,0.947,0,0.0949,-24.732,0,0.0708,115.769,4.0,0.348,9183,463.076,6
Reggae,Armandinho,Desenho De Deus,4G17iavwP0xVguOKlwzL0f,57,0.514,0.681,232107,0.582,0.000213,9,0.114,-7.876,1,0.027,136.119,4.0,0.742,846,544.476,20
Reggaeton,Chris Wandell,Red Bull,7aPcqTfI1qcYraBdakYSki,33,0.191,0.821,202528,0.59,0.0,1,0.108,-8.712,0,0.2,96.035,4.0,0.67,2464,384.14,21
Indie,The Flaming Lips,Do You Realize??,2DFRFqWNahKtFD112H2iEZ,62,0.006,0.464,213173,0.797,0.000304,0,0.392,-5.244,1,0.0333,129.964,4.0,0.547,12540,519.856,13
Opera,Richard Wagner,"Das Rheingold, WWV 86A / Erste Szene: ""Der Welt Erbe gewänn' ich zu eigen durch dich?""",6NBMUhOiRAzDWcSCqRPDtY,9,0.932,0.349,103040,0.383,0.00547,1,0.315,-15.419,1,0.0451,86.711,1.0,0.144,10519,86.711,16
R&B,Jason Derulo,Vertigo (feat. Jordin Sparks),3zOvcU16JjNFZU6F8Ul9G7,46,0.77,0.63,233173,0.44,0.0,6,0.211,-6.728,0,0.0281,117.813,4.0,0.385,5861,471.252,18
Dance,Bombay Bicycle Club,Shuffle,4yYvWFUWMaKMXtoJKJnmZk,59,0.316,0.627,235293,0.959,0.00576,7,0.112,-4.744,1,0.0298,109.981,4.0,0.397,1668,439.924,9
Rock,Coheed and Cambria,The Suffering,4dcUque6026WExzwJYWG7H,56,0.0114,0.55,223653,0.917,0.0,11,0.221,-5.075,1,0.096,156.958,4.0,0.879,2628,627.832,22
Folk,Father John Misty,Hangout at the Gallows,5MIrEL3UsDmD7RGezOi4AP,55,0.128,0.534,295467,0.663,3.63e-05,7,0.431,-5.48,1,0.0286,141.525,4.0,0.573,4124,566.1,11
Reggaeton,Wisin & Yandel,Me Estas Tentando,4aoOqUC4qg1FIxx6vtMNHn,60,0.322,0.811,230667,0.913,9.87e-06,4,0.329,-2.665,0,0.0524,115.995,4.0,0.777,14038,463.98,21
Alternative,Dominic Fike,Westcoast Collective,582ndoUAn4YIN30NUnK6S2,58,0.542,0.682,107280,0.571,0.00757,1,0.339,-7.169,0,0.0271,91.97,4.0,0.539,3443,367.88,1
Anime,DECO*27,Bad Tone #33,5huu4wPRrKVgrk3hOVrADG,23,0.0349,0.6,212000,0.932,2.43e-06,7,0.387,-4.766,1,0.0591,97.497,4.0,0.535,2868,389.988,2
Electronic,Bro Safari,Follow - Zomboy Remix,337KbThNHTghPQrZndXEFN,43,0.00417,0.668,253200,0.962,0.0352,9,0.177,-1.326,1,0.0754,150.05,4.0,0.335,1842,600.2,10
Dance,Empire of the Sun,Concert Pitch,01MhW3mxsCg2Jrz6HNOZUA,43,0.051,0.693,220883,0.874,0.000108,8,0.274,-3.649,0,0.0712,124.067,4.0,0.935,3886,496.268,9
Children's Music,Kimbo Children's Music,Old McDonald Had a Farm,64LvG6x9JMDwPx0ciCCgna,0,0.565,0.92,109141,0.608,1.95e-06,7,0.376,-9.77,1,0.114,111.373,4.0,0.844,6980,445.492,4
Indie,JP Saxe,25 in Barcelona,5lgZlTHsMbp1FiEseMhBDU,52,0.888,0.574,191586,0.458,0.000282,7,0.108,-7.499,1,0.0577,81.416,4.0,0.544,5649,325.664,13
Blues,Solomon Burke,Cry to Me,1tYk5zABu6h8CMP1cSea56,58,0.623,0.733,154907,0.624,0.0,4,0.407,-9.849,1,0.0374,114.584,4.0,0.912,11545,458.336,3
Country,Lonestar,Mr. Mom,0jSIovJtKxEXH6vI4oRx7I,56,0.0576,0.505,208693,0.842,0.0,10,0.111,-3.316,1,0.0475,172.136,4.0,0.671,7690,688.544,8
Pop,Kid Cudi,Pursuit Of Happiness (Nightmare),5iSEsR6NKjlC9SrIJkyL3k,71,0.511,0.629,295293,0.622,0.000174,0,0.383,-8.906,1,0.0404,115.293,4.0,0.264,6939,461.172,17
Pop,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,73,0.176,0.631,181067,0.69,0.0,2,0.121,-6.676,1,0.0531,94.574,4.0,0.938,5694,378.296,17
Folk,Raffi,Owl Singalong,5nFSlKxFKi6wr8CcJDqHBq,47,0.923,0.671,183520,0.188,0.000476,7,0.129,-11.378,1,0.0411,125.729,4.0,0.69,10262,502.916,11
Indie,The Wombats,Lemon to a Knife Fight,3QRqzF6rX9nZbTGQvBU5bN,62,0.000889,0.557,205822,0.849,0.0,9,0.0944,-3.58,0,0.0444,149.994,4.0,0.71,13066,599.976,13
Dance,Squeeze,Pulling Mussels (From The Shell),2TjXzbUt5zQ4PpHG0dEaT1,51,0.00217,0.596,238133,0.664,3.04e-05,0,0.236,-12.633,1,0.0409,142.002,4.0,0.926,11677,568.008,9
Movie,Alan Menken,Coming Together - Remastered 2018,6U2Rv4wRpXhvVwr6dei5lM,14,0.915,0.22,310773,0.101,0.728,0,0.193,-21.348,1,0.0383,110.554,4.0,0.0595,348,442.216,15
Electronic,The Bloody Beetroots,Chronicles of a Fallen Love,6MVXdWtPSNMlpn7BuGtCWD,45,0.0193,0.511,337947,0.596,0.000704,11,0.0834,-5.05,0,0.053,124.964,4.0,0.0814,12323,499.856,10
Reggae,Steel Pulse,Prediction,7uG5wa0Et8IAoImGCmyEpb,37,0.0265,0.861,327973,0.228,6.51e-05,1,0.0599,-15.934,0,0.206,129.99,4.0,0.665,11725,519.96,20
Ska,[spunge],Ego,5vkJkwKAEBUGess9Elg26s,38,0.00991,0.543,186805,0.899,0.0,6,0.165,-5.633,1,0.075,107.99,4.0,0.881,14354,431.96,23
Electronic,Hucci,Penalty,2cin6lC6mQxNnq1Ap09cCe,32,0.0243,0.821,193190,0.407,0.0795,7,0.12,-8.907,1,0.156,89.97,4.0,0.271,5367,359.88,10
Jazz,Lord Echo,Sword Cane,3fATpAE1oMr7WYz3IBkmoG,38,0.0127,0.707,373147,0.605,0.639,9,0.0878,-12.633,0,0.0435,95.148,4.0,0.777,7704,380.592,14
Alternative,Phosphorescent,New Birth in New England,3YOv5LNRVbrmWnVVyk3Flj,53,0.245,0.56,299685,0.959,0.652,6,0.531,-5.493,1,0.0652,103.006,4.0,0.618,9962,412.024,1
Jazz,Dean Martin,I Will,0wX6mflFA4a72SOcAkDYsY,37,0.75,0.619,141907,0.567,0.0,2,0.201,-13.812,0,0.0427,104.156,4.0,0.694,3183,416.624,14
Folk,The Hush Sound,We Intertwined,5ypWqYw34KK2BggUh4iSvP,43,0.0608,0.642,197520,0.683,1.27e-06,8,0.147,-6.577,1,0.0264,96.517,4.0,0.704,12631,386.068,11
Classical,Igor Stravinsky,The Rite of Spring: Part Two: The Sacrifice: Mystical Circles of the Young Girls,7yNFQnrOo8j1vNurMdIr2M,26,0.958,0.167,221853,0.00337,0.293,1,0.0975,-37.591,0,0.0448,82.471,3.0,0.0365,5478,247.413,6
Country,Josh Abbott Band,All of a Sudden,3DIfeSdC0hxvwCpePzyPJH,39,0.0929,0.616,182427,0.764,0.0,7,0.189,-5.408,1,0.0277,116.011,4.0,0.685,6453,464.044,8
Pop,Piso 21,Te Amo,2RVrdr062uLFxXwIxwdXPH,80,0.0204,0.849,201122,0.724,5.98e-06,5,0.235,-4.139,1,0.0665,98.005,4.0,0.63,10002,392.02,17
World,The Human Experience,I Like You,6M3p3ajgCPeFsYzxsdurrm,35,0.746,0.479,214773,0.334,0.119,0,0.0901,-10.794,0,0.0495,132.207,4.0,0.0749,12627,528.828,26
Reggaeton,Darkiel,Darkiel Omar,5pH7HcthYvQ21CNfmrKKGU,39,0.337,0.76,202176,0.868,0.0,0,0.376,-3.402,1,0.189,79.913,4.0,0.89,3039,319.652,21
Ska,La Matatena,Ste Ska,0KNXYLRR59LN2R4Qa8YGJ8,41,0.0273,0.56,143200,0.898,6.3e-06,11,0.0927,-6.241,1,0.083,102.215,4.0,0.915,7203,408.86,23
Soul,The Impressions,People Get Ready,6AeG6jSoAVbmUFO6LyYmBf,60,0.894,0.414,163360,0.249,8.37e-06,1,0.188,-12.674,1,0.0369,142.442,3.0,0.341,12633,427.326,24
