genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_encoded,song_length,genre_encoded
Blues,Tyrone Davis,Sugar Daddy,6ghoagMa5AIU9UNURs9G0x,27,0.0327,0.82,247760,0.642,0.0,5,0.141,-9.916,0,0.177,93.74,4.0,0.594,13544,374.96,3
Classical,Pascal Rogé,Noel In Midnight,5TJD4cG3HGefPBNVX2bDcS,33,0.982,0.436,163560,0.0129,0.777,10,0.0821,-31.187,1,0.0514,75.046,5.0,0.147,9725,375.23,6
R&B,Destiny's Child,Girl,3s2MyU2YCwNNwcSokt0jXD,66,0.31,0.567,224147,0.747,0.0,6,0.04,-6.019,0,0.105,89.036,4.0,0.556,3296,356.144,18
Soundtrack,Maurice Jarre,Main Title,2izdRLx1Sj78PAlKkzXt68,28,0.69,0.138,160840,0.18,0.42,9,0.108,-21.1,0,0.0349,100.855,4.0,0.241,8372,403.42,25
Hip-Hop,J. Cole,Caged Bird,2GnE8rMDgfWBwGmwrUbCsQ,52,0.14,0.592,239880,0.766,0.0,3,0.136,-5.402,0,0.31,82.039,4.0,0.362,5609,328.156,12
Alternative,Newsboys,The Cross Has the Final Word,4y3p79cjP9po2t8kjudQ8B,41,0.0096,0.448,221027,0.684,0.0,1,0.101,-5.584,1,0.0356,155.857,4.0,0.192,9170,623.428,1
Children's Music,Little Apple Band,Sid the Science Kid Theme,3uczKTPGSskpQvqwDsXJYF,0,0.165,0.733,31199,0.703,0.0,1,0.0479,-5.949,1,0.472,184.72,4.0,0.787,7624,738.88,4
Rap,JID,NEVER,7hsulgRNgbyczeAg8tChCB,70,0.0276,0.593,241682,0.647,1.47e-05,1,0.0673,-7.49,1,0.313,103.951,4.0,0.23,5635,415.804,19
Rock,The Killers,Land Of The Free,489qGxxMxFWIFgtNYFzlAz,65,0.566,0.368,242960,0.575,0.0,10,0.116,-5.1,1,0.0443,197.639,4.0,0.294,12672,790.556,22
Hip-Hop,A Tribe Called Quest,The Space Program,203xmWRHAyqwW6AkGkhhVM,53,0.427,0.612,341040,0.705,0.0,1,0.658,-5.898,1,0.352,101.876,4.0,0.533,105,407.504,12
Anime,livetune,Magnetic,6AumYAZD7MeAUFfNyXcEFZ,18,0.379,0.634,300667,0.903,4.3e-06,8,0.0455,-3.134,1,0.0292,110.035,4.0,0.773,14454,440.14,2
Indie,James TW,Please Keep Loving Me,78zUxUPvONPgMIt46q5be6,73,0.117,0.537,195920,0.469,1.78e-06,5,0.106,-8.486,1,0.0764,175.971,4.0,0.294,5796,703.884,13
Indie,FRND,Sticks and Stones,5j0o6pcR1E02x6gKToGg8X,57,0.0848,0.672,229891,0.638,0.00238,2,0.206,-6.325,0,0.0295,92.011,4.0,0.626,4069,368.044,13
Indie,Christian Leave,Safe and Sound,3zvzTpFMeZ1j5FkNcQdeaF,58,0.835,0.376,215829,0.468,0.0,7,0.0998,-7.793,1,0.0328,154.651,3.0,0.463,2480,463.95300000000003,13
Reggae,Mike Love,Movin' On,1VCcWoCazFUZFwN6UfOXYR,41,0.276,0.622,265773,0.593,0.000165,9,0.232,-6.656,1,0.0972,170.092,4.0,0.884,8635,680.368,20
Movie,George Bruns,The Archery Affair,7qHs4ZARJCiRZmGqWEmv0t,33,0.693,0.738,113680,0.387,0.872,7,0.184,-9.313,1,0.051,120.113,4.0,0.636,4615,480.452,15
Children's Music,Mat Kerekes,Ruby,5co5YWoe8lgEDdMyIdadNS,47,0.0418,0.604,208147,0.823,0.0,10,0.0672,-6.034,0,0.0516,94.043,4.0,0.864,8317,376.172,5
Opera,Giacomo Puccini,Salve Regina,2H0islF6x1nCBwCLxk05Er,14,0.98,0.244,398333,0.0109,1.09e-05,4,0.0894,-31.722,1,0.0531,85.509,1.0,0.0291,4678,85.509,16
Hip-Hop,Migos,Movin' Too Fast,5B3I6RdYli0nmeS5IR4CcB,57,0.141,0.873,263983,0.577,0.0,1,0.0785,-7.264,0,0.188,131.066,4.0,0.183,8613,524.264,12
Opera,Tomaso Albinoni,"Suonate a tre doi violini e violoncello col basso per l’organo, Opera prima, Sonata No. 1 in D Minor: IV. Allegro",0p07ZMNCP4HR12Afri0ksF,12,0.889,0.458,101680,0.213,0.000181,2,0.164,-17.718,0,0.0447,109.637,3.0,0.535,13285,328.911,16
Movie,Mandy Gonzalez,Get Ready,7j9XfOlGI95I0jnvHMYD9f,12,0.792,0.519,144087,0.213,0.0,2,0.11,-13.17,0,0.0305,87.77,4.0,0.214,8100,351.08,15
Blues,C.W. Stoneking,The Love Me or Die,5hCgm1tDb7ZZKmRtucTTjh,27,0.84,0.609,234600,0.53,2.02e-05,3,0.133,-5.465,0,0.0648,150.405,4.0,0.919,1982,601.62,3
World,Jesus Culture,Cantamos A Él,77QumYYpnP6uONSEJxSFug,48,0.00115,0.399,382027,0.849,4.77e-06,11,0.0878,-6.36,1,0.0406,155.978,4.0,0.129,6065,623.912,26
Rap,NF,Green Lights,0MvqSYPr5Wi62JB7VWvqwz,67,0.139,0.725,181867,0.659,0.0,9,0.106,-4.537,1,0.246,160.062,4.0,0.56,9006,640.248,19
Blues,Nazareth,Hair Of The Dog,1wXE6zvNWRz8GuMfEUgETz,52,0.00363,0.69,249240,0.727,0.355,4,0.149,-10.256,1,0.0566,128.589,4.0,0.661,9105,514.356,3
Rap,Drake,Shut It Down,3d8PDk3B4am5c6TsUCznUW,56,0.414,0.584,419307,0.445,0.0,0,0.158,-9.523,1,0.0719,119.917,4.0,0.389,3531,479.668,19
Country,Mini Thin,Breaking Down,1fYxi9x6zOPDaAJX58k5H2,40,0.183,0.738,235980,0.582,0.0,2,0.305,-12.375,0,0.126,77.391,4.0,0.628,8692,309.564,8
Rock,Eagles,Tequila Sunrise - Eagles 2013 Remaster,1WYokrkFOb9TFVuTrmxTTt,62,0.536,0.632,173057,0.397,0.0421,7,0.106,-12.855,1,0.0265,110.578,4.0,0.731,3647,442.312,22
Anime,GARNiDELiA,After Glow,3MLDppCZWNblBU2fR9hByk,22,0.414,0.681,257080,0.696,3.4e-05,0,0.146,-6.379,1,0.0366,100.002,4.0,0.625,4479,400.008,2
Soul,Anna Of The North,Always,1GKxhVz5MGdRfzNKBlAcnD,39,0.321,0.539,235333,0.599,4.65e-05,2,0.149,-9.068,1,0.0327,104.998,4.0,0.274,724,419.992,24
Comedy,Paul Mooney,White Hollywood,7oVXRwwzvpXLQphWXA9JsS,15,0.797,0.572,142133,0.48,0.0,9,0.905,-19.486,1,0.909,81.349,3.0,0.717,9802,244.04700000000003,7
R&B,Labrinth,Express Yourself,7GjjSQwQwq6gjcH1kQeNVn,38,0.108,0.631,243053,0.778,8.43e-05,9,0.0793,-3.786,1,0.172,93.873,4.0,0.485,7235,375.492,18
Soul,Rag'n'Bone Man,Life In Her Yet,0p8NXSUkgtylXNBIUdnZT3,53,0.408,0.556,173320,0.514,0.0,9,0.181,-7.403,0,0.0318,102.88,4.0,0.394,10263,411.52,24
Movie,Chantal Goya,Animauxville - Live,1nkucuXUkThxf09W1NpwZS,7,0.643,0.421,158492,0.939,1.7e-06,1,0.423,-9.537,1,0.115,146.864,4.0,0.345,2279,587.456,15
Jazz,Gypsy Jazz Caravan,Take 5,2TQn4MhMOcdDY7UpriyR81,46,0.464,0.509,189280,0.304,0.000183,4,0.119,-14.043,0,0.0684,170.116,5.0,0.608,4969,850.58,14
Movie,Randy Newman,The Art Book,3cnZCqsqJ0cFbo5Pk5AyTr,7,0.976,0.173,82213,0.0301,0.0295,7,0.0824,-26.348,1,0.0403,119.882,4.0,0.0588,10313,479.528,15
Opera,Luciano Pavarotti,Napule è,0ct4oo3yaYWUbnT1OgvBlc,21,0.905,0.341,256787,0.36,0.0199,4,0.942,-10.654,1,0.0385,119.324,4.0,0.275,7830,477.296,16
R&B,khai dreams,Faraway,1QN0IyBbEzDE3rnuGsAg4x,44,0.574,0.594,99321,0.621,1.51e-06,1,0.0954,-11.266,1,0.327,173.909,4.0,0.61,14442,695.636,18
Soundtrack,Ennio Morricone,The Grand Massacre,3g9ZaIeI6WaogiBHYtWXNu,36,0.762,0.113,159613,0.302,0.932,9,0.398,-9.302,0,0.0379,178.207,4.0,0.0595,3901,712.828,25
Rap,J. Cole,Lights Please,6sZv0ECT8cEW3oZtoCuVg4,65,0.0293,0.813,208160,0.563,0.0,7,0.125,-7.083,1,0.269,83.009,4.0,0.761,5609,332.036,19
Ska,NOFX,Bob,5XhMeCYrRhQjL4sUoOmUCE,54,0.0227,0.571,122160,0.854,0.0,0,0.446,-6.191,1,0.0694,90.396,4.0,0.767,9012,361.584,23
Dance,John Maus,...And the Rain,75pgy4q0xhwSFwWTnAcSzV,46,0.0561,0.406,166800,0.766,0.801,9,0.597,-5.65,0,0.0352,159.839,4.0,0.752,6282,639.356,9
Country,Eli Young Band,Even If It Breaks Your Heart,0Nu9WA8kEbBWEsay2s8Q0U,66,0.000159,0.667,220520,0.527,0.0117,0,0.0969,-4.6,1,0.0277,104.032,4.0,0.664,3793,416.128,8
Folk,Beach House,Norway,6C2wgkXRg2Oswz5QNSKBSn,44,0.238,0.461,234800,0.477,0.0125,5,0.103,-6.4,1,0.0283,118.659,4.0,0.175,1215,474.636,11
Children's Music,Hi-5,Happy House,7G8rhigasC3I59Qd4yUVp8,14,0.0717,0.665,135467,0.9,0.0,7,0.138,-4.333,1,0.0987,176.972,4.0,0.801,5219,707.888,4
World,Leeland,Where You Are (Live),0ttGekhJiRgUntY34isdm9,57,0.409,0.373,522200,0.477,0.000425,0,0.0811,-8.052,1,0.0271,143.869,4.0,0.095,7390,575.476,26
Soul,CHIC,Everybody Dance - 2018 Remaster,15ifyO8wYntwyXAptfxhKr,58,0.05,0.722,402693,0.66,0.000901,5,0.0907,-13.438,0,0.0538,129.727,4.0,0.906,1991,518.908,24
Electronic,Gramatik,Back To The Future (feat. ProbCause),5LDGG8mzg9k4Nhi8HavI6s,30,0.0186,0.583,180000,0.841,0.0,2,0.105,-3.665,1,0.19,90.646,4.0,0.495,4834,362.584,10
Ska,The Suicide Machines,Sometimes I Don't Mind,0EUa4rfZOSr7CyX7NCMwzw,27,0.00394,0.406,194427,0.934,0.0,8,0.245,-4.544,1,0.0555,176.021,4.0,0.899,12971,704.084,23
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 15 in F Major, K. 533: I. Allegro - Remastered",5wnvVhGHbLoQWjrU5SvUl9,21,0.993,0.351,260080,0.269,0.905,5,0.172,-17.726,1,0.0344,110.773,4.0,0.606,14047,443.092,6
Soul,Leven Kali,Smile,5Wbjjde5ez7sx22OtmrXKV,66,0.192,0.772,218051,0.551,0.00175,0,0.108,-8.667,1,0.099,104.969,4.0,0.635,7478,419.876,24
Reggaeton,Guaco,Pastelero,2uvAjCTPlKkGCV4539xFY9,21,0.541,0.697,322133,0.772,3.63e-05,9,0.098,-11.086,1,0.0368,102.231,4.0,0.978,4921,408.924,21
Hip-Hop,Eminem,Almost Famous,0ANExk8Iu85oqCgk82rG64,59,0.0253,0.537,292480,0.961,0.0,0,0.332,-1.498,1,0.295,82.44,4.0,0.487,3869,329.76,12
Soul,Mary Wells,You Beat Me To The Punch,35vgmYH6MmwtnyR47bqIbR,45,0.736,0.84,163600,0.452,1.57e-06,11,0.126,-12.507,0,0.0529,114.249,4.0,0.963,8288,456.996,24
Alternative,6LACK,Switch,29ZZAShKhwRUuKULSNtxX6,67,0.0427,0.664,207071,0.664,0.00489,7,0.104,-6.104,1,0.0393,176.678,4.0,0.19,70,706.712,1
Hip-Hop,Ms. Lauryn Hill,Tell Him,7iCs98iS5n6KCI4q3H7zp9,56,0.19,0.655,280760,0.647,0.00877,1,0.0412,-9.465,1,0.0903,80.077,4.0,0.931,8907,320.308,12
Ska,Cock Sparrer,Somebody's Brother; Somebody's Son,6RSBP2zlVSxb0nRxAD8fwJ,24,0.0148,0.357,218379,0.98,0.00201,11,0.146,-1.585,1,0.111,190.124,4.0,0.434,2613,760.496,23
Classical,Giovanni Battista Sammartini,"Symphony in F Major, J-C 36: III. Allegro assai",6cl4pxApi4cNKFMs6lgHVL,47,0.854,0.603,97133,0.271,0.356,4,0.152,-18.061,1,0.0349,125.527,3.0,0.762,4708,376.581,6
Hip-Hop,Rick Ross,Green Gucci Suit,5UoyJTgMKccFYaqVArGSRz,57,0.0404,0.774,267532,0.837,0.0,6,0.304,-2.066,0,0.213,97.043,4.0,0.457,10534,388.172,12
Jazz,Eugene McDaniels,The Parasite (For Buffy),19AE85xII1CHMeGoDmlmlB,41,0.4,0.524,574467,0.365,0.000435,8,0.108,-13.436,1,0.0437,85.66,4.0,0.591,4003,342.64,14
Anime,Nana Mizuki,深愛,0gsI8ofrtQ7EWU2LTHlhmd,27,0.512,0.47,296000,0.843,0.0,6,0.168,-3.271,1,0.0502,133.182,4.0,0.549,9033,532.728,2
Soul,Shallou,Lie,6QcrReLyoun4xrPVsZ5OJE,63,0.295,0.655,215446,0.427,0.00108,2,0.0788,-11.684,0,0.0799,107.992,4.0,0.224,11205,431.968,24
Soul,Swamp Dogg,Creeping Away,2KZVDEQXJUNdDUDIjv528B,35,0.207,0.748,172027,0.665,7.64e-05,8,0.105,-12.319,1,0.0319,139.863,4.0,0.969,11948,559.452,24
World,Corey Voss,More Than Anything - Live,1KRr2mxRM0BPNoqMVg7fHX,34,0.425,0.361,420693,0.439,0.0,2,0.188,-8.443,1,0.0282,77.985,4.0,0.0923,2710,311.94,26
Rock,The Stone Foxes,Stomp,0eImrDDpQTEuHF0NBqmrei,54,0.1,0.742,110293,0.455,0.0,7,0.213,-13.778,1,0.0524,120.037,4.0,0.401,12953,480.148,22
Hip-Hop,Waka Flocka Flame,Chris Paul John Wall (feat. Jimmy Rocket & Leiffy Luciano),7AyUTunRfriSxK45FV5afF,54,0.0702,0.777,213626,0.558,0.0,1,0.092,-8.838,1,0.198,90.996,4.0,0.407,13824,363.984,12
R&B,BANKS,Gemini Feed,5fdzPMOxUqVJYSzTP5cFP7,60,0.202,0.769,186333,0.654,0.000574,11,0.148,-6.295,0,0.08,102.009,4.0,0.555,1035,408.036,18
World,Michael W. Smith,A New Hallelujah (Live) - Digital Edit (featuring the African Children's Choir),1rRtso2CMH7n57fp4HkVaA,29,0.000863,0.489,322067,0.8,0.0,0,0.977,-8.052,1,0.0345,97.989,4.0,0.218,8571,391.956,26
Soul,Solange,Feel Good Song,7ljTkaT7TrMyypitgXcDLg,45,0.119,0.594,208627,0.787,0.0,7,0.0562,-2.278,0,0.232,198.231,4.0,0.625,11542,792.924,24
Folk,Gang Gang Dance,MindKilla,6E5RUTFxpBbNoKeUuSBpv3,49,0.000731,0.375,316747,0.815,0.015,0,0.0753,-4.972,1,0.111,127.253,4.0,0.563,4529,509.012,11
Folk,Van Morrison,Warm Love,0Qbc2tyiSclb6vYvOxvebM,49,0.852,0.743,203987,0.431,0.00737,2,0.143,-8.624,1,0.0437,88.572,4.0,0.585,13648,354.288,11
Reggaeton,Carnal,Vuelve (feat. Daddy Yankee & Farruko),28U0CezjoQlhAxQhLySbQF,33,0.238,0.68,246693,0.734,0.0,4,0.323,-5.389,0,0.0601,173.903,4.0,0.499,2159,695.612,21
Dance,2NE1,Lonely,1sbYF39RmX7liZ1NNM0GTV,54,0.23,0.585,209987,0.568,0.0,4,0.138,-2.787,1,0.0271,94.874,4.0,0.391,43,379.496,9
Jazz,Euge Groove,House Of Groove,6gWJjrdbWvRoMiTG4QWDcY,31,0.208,0.701,332507,0.634,0.767,5,0.0748,-6.683,1,0.114,180.073,4.0,0.856,4002,720.292,14
Electronic,Kayzo,FLOATING,4JrSJLnGDVVyPQQ507lEph,40,0.000159,0.468,222706,0.93,0.000801,9,0.0694,-1.873,0,0.299,169.871,4.0,0.453,6808,679.484,10
Rap,Night Lovell,Live Television,5YZRZqEkrteLmxvseHnQ2K,56,0.00211,0.838,163514,0.626,5.93e-05,0,0.0221,-4.214,1,0.0396,97.994,4.0,0.108,9248,391.976,19
Hip-Hop,Gorillaz,Lake Zurich,0RC23Ua9z3HUD9ssrX2VGj,60,0.000108,0.618,253627,0.886,0.881,2,0.0821,-6.099,1,0.033,115.082,4.0,0.779,4813,460.328,12
Dance,The Von Bondies,C'mon C'mon,0YPDp1KIxVLTdh3vnvk6wd,51,0.0787,0.491,133547,0.966,0.0,5,0.281,-3.896,1,0.133,147.836,4.0,0.48,13041,591.344,9
Indie,Rex Orange County,Best Friend,47Bg6IrMed1GPbxRgwH2aC,79,0.395,0.575,262231,0.714,0.0,6,0.115,-5.247,1,0.0596,144.982,4.0,0.32,10468,579.928,13
Rap,dvsn,Too Deep,3uSSjnDMmoyERaAK9KvpJR,62,0.284,0.616,200223,0.243,0.149,9,0.264,-13.975,1,0.103,183.948,4.0,0.56,14393,735.792,19
Soundtrack,Abel Korzeniowski,Evgeni's Waltz,27cEI3D7l9ibOyqnvaRCkw,41,0.969,0.258,214147,0.0772,0.919,3,0.106,-24.725,0,0.0384,164.467,3.0,0.145,192,493.40100000000007,25
Ska,Descendents,M-16,2fZPDNhVXaK6o5bas9LkxV,37,0.00329,0.446,43240,0.847,0.0,4,0.101,-10.206,0,0.106,104.07,4.0,0.696,3286,416.28,23
Indie,Ryan Caraveo,Godmode,4PGm4QqfLbh14bpDNCddRM,55,0.348,0.767,196757,0.682,0.0,0,0.124,-7.057,0,0.203,138.264,4.0,0.578,10832,553.056,13
Soundtrack,Vangelis,"One More Kiss, Dear",7CKz0xDkXuPdW3xEQ4NUS9,44,0.987,0.599,239707,0.0486,0.332,11,0.13,-22.945,1,0.036,91.211,4.0,0.369,13655,364.844,25
World,Broadcast,Black Cat,2u24s40bXEMu896fEs1L9L,40,0.0196,0.394,238440,0.768,0.554,11,0.0796,-7.476,0,0.0866,131.081,4.0,0.488,1843,524.324,26
Reggae,Dispatch,Passerby (Live),6hGmH2fy9qpiUolj3WZDdY,31,0.0908,0.335,411053,0.885,0.000272,1,0.713,-6.705,0,0.0962,92.764,4.0,0.433,3400,371.056,20
Classical,Agustín Barrios Mangoré,Romanza en imitación al violoncello,3F9Su3ThZ78lc01muFOWyh,0,0.987,0.286,190867,0.0573,0.886,7,0.0859,-32.175,1,0.0541,122.595,1.0,0.121,293,122.595,6
Rap,Usher,Bad Girl,5rPzPAaOUceS8HiAculegz,68,0.245,0.777,261800,0.829,0.0,6,0.207,-6.905,0,0.268,87.998,4.0,0.835,13613,351.992,19
R&B,Nao,Adore You (feat. Abhi Dijon),25isxLhIKV8lNSecmvY700,54,0.524,0.679,211600,0.595,0.000355,11,0.0868,-8.775,0,0.0808,91.93,4.0,0.526,9043,367.72,18
Rock,Kate Bush,Running Up That Hill (A Deal With God),75FEaRjZTKLhTrFGsfMUXR,64,0.72,0.629,298933,0.547,0.00314,10,0.0604,-13.123,0,0.055,108.375,4.0,0.197,6787,433.5,22
Ska,The Paranoias,No Me Hables (2012),1JIYSPZYZAdTFCVNUt6sI7,21,0.103,0.394,176067,0.772,0.00176,4,0.118,-11.684,1,0.0936,80.564,4.0,0.73,12820,322.256,23
Folk,Tom Petty and the Heartbreakers,Angel Dream (No.2),0OcuGvpuRZRWF11c31aRgV,36,0.61,0.331,145840,0.236,1.12e-06,4,0.114,-17.043,1,0.033,165.034,3.0,0.314,13272,495.102,11
Anime,Matsushita,Taketori Overnight Sensation,56rHxmwR4oHLjg5fLODieD,11,0.0805,0.518,246747,0.949,0.0,7,0.559,-2.893,1,0.169,200.026,4.0,0.656,8331,800.104,2
Comedy,Coco Celis,Mi Abuelita,1xHJbYzqpDWSiGZMoxPnxL,26,0.781,0.682,64962,0.461,0.0,11,0.915,-13.251,1,0.949,79.054,1.0,0.564,2615,79.054,7
Dance,Why Don't We,These Girls - Acoustic,5avoQFMElIw0t6kxDmpXBX,53,0.605,0.824,104381,0.356,0.0,7,0.327,-7.974,0,0.0543,129.981,4.0,0.906,13955,519.924,9
Reggaeton,Lasso,Me Muero,1IOJuk252poUvJbwXzjYLB,31,0.191,0.656,250547,0.713,1.42e-05,7,0.122,-5.807,1,0.0322,135.041,4.0,0.422,7307,540.164,21
World,Israel & New Breed,Our God Reigns (feat. BJ Putnam),6yDUwmprHdmwgXzJAQh3C4,46,0.00769,0.45,362760,0.863,0.0,11,0.812,-4.459,1,0.0745,131.854,4.0,0.24,5574,527.416,26
Children's Music,Preschool Kids,The Ants Go Marching One by One Bedtime,5KN84KhwgTODT6VfFTOmcb,0,0.745,0.578,194676,0.0578,0.637,7,0.117,-19.709,0,0.0698,141.544,3.0,0.286,10096,424.63200000000006,4
Jazz,Mario Biondi,Upside Down (Flor de Lis),6rkJC0LAtiGi9xow5P6aLi,45,0.863,0.676,237014,0.512,6.06e-06,4,0.136,-7.369,0,0.0413,130.109,4.0,0.476,8204,520.436,14
Reggae,Bootleg Rascal,Kings and Queens,2kW4TLyxAKZJfhGsPNnv6E,38,0.163,0.717,208342,0.811,0.000112,11,0.073,-3.999,0,0.0343,136.021,4.0,0.557,1708,544.084,20
Children's Music,Juice Music,Jingle Bells - Reprise,05hwSQfDj9ncq3Sar6Ocdj,0,0.785,0.712,108000,0.424,0.00274,2,0.0966,-9.009,1,0.0424,103.927,4.0,0.766,6535,415.708,4
Reggaeton,Casper Magico,Te Boté,42FWqCxAw5aG1FvjyVjIlH,67,0.401,0.918,275693,0.602,7.28e-06,4,0.0805,-3.986,0,0.115,96.518,4.0,0.158,2195,386.072,21
World,Will Reagan,You Carried Me,0i6k1eEXIt3QDwKQOaWuHd,46,0.175,0.584,277021,0.461,6.85e-06,9,0.0999,-9.754,1,0.037,151.931,4.0,0.279,13978,607.724,26
Soundtrack,Max Richter,Dream 3 (in the midst of my life),3Nnh8zqsJQGuJdNnyP6m03,39,0.891,0.134,603600,0.0608,0.905,6,0.111,-23.145,1,0.04,79.508,4.0,0.0387,8386,318.032,25
Blues,Ten Years After,Let the Sky Fall - 2004 Remaster,4ZkFXXa8yEeuSpMwDYxeJe,33,0.00577,0.516,260347,0.442,0.361,9,0.111,-8.927,1,0.0325,138.032,4.0,0.623,12178,552.128,3
Indie,Band of Horses,Is There A Ghost,26B0n5dX4S6pEdFMkfdNZo,55,0.0049,0.3,179667,0.843,4.86e-06,1,0.079,-3.841,1,0.0354,135.648,4.0,0.139,1133,542.592,13
Folk,Billy Bragg,California Stars,38paDDziQ57k1f4VfKTeGk,63,0.422,0.622,298533,0.736,1.18e-05,9,0.0829,-9.229,1,0.0292,110.24,4.0,0.723,1434,440.96,11
Anime,Takeshi Senoo,君の未来、僕の想い,61Hvqx9h9dxMIclriDsSUn,16,0.995,0.404,272693,0.191,0.923,6,0.079,-18.102,1,0.0475,143.464,4.0,0.124,12069,573.856,2
Country,the JaneDear girls,Wildflower,2pey6ClOaWssXa4tVBGVJP,40,0.00217,0.692,163453,0.858,4.85e-05,6,0.358,-4.354,0,0.03,125.944,4.0,0.69,14507,503.776,8
Comedy,Bill Hicks,It's Just a Ride,6Waex0estgz9mQ8aScm7at,18,0.607,0.349,245263,0.933,9.96e-06,9,0.373,-7.928,1,0.492,111.79,4.0,0.116,1424,447.16,7
Folk,John Hiatt,Have A Little Faith In Me,23EgnmfkdOsDK96ftbVv0Q,47,0.732,0.441,245000,0.402,0.0,0,0.112,-11.4,1,0.0298,156.404,4.0,0.339,6270,625.616,11
Hip-Hop,Vanilla Ice,Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,71,0.0023,0.978,254467,0.787,4.6e-06,2,0.102,-2.79,1,0.0394,116.006,4.0,0.597,13657,464.024,12
R&B,Marc E. Bassy,Supply,368xjQU41zIw0XPPLIWLyt,45,0.0487,0.627,151573,0.615,0.000204,7,0.332,-6.599,0,0.0383,132.962,4.0,0.475,8139,531.848,18
Alternative,10 Years,Burnout,5vhT2fcFXcRPnJPQA0m1fv,44,4e-05,0.388,214133,0.924,0.105,1,0.31,-2.502,1,0.0674,177.971,4.0,0.628,16,711.884,1
Soundtrack,Javier Navarrete,The River,1W1AnJmX73wQ3oU9HXqjHD,24,0.943,0.173,171333,0.109,0.0998,9,0.0724,-20.989,0,0.0346,85.378,3.0,0.0817,5881,256.134,25
Soul,Lianne La Havas,Lost & Found,3grtd7DDleOmNWE4xdXJfZ,36,0.82,0.518,267747,0.349,1.06e-06,2,0.123,-11.527,0,0.0355,134.064,4.0,0.142,7498,536.256,24
Reggaeton,N'Klabe,Zoom Zoom,0ma7xWxa3ChrLvCQEnQQHf,29,0.579,0.715,268773,0.875,0.0,5,0.271,-4.315,0,0.0747,109.6,4.0,0.903,8988,438.4,21
Hip-Hop,Thutmose,Memories,2CWOMDYFK4Ef3867nEhnVM,73,0.0519,0.567,199147,0.651,0.0,5,0.183,-7.146,0,0.0554,93.989,4.0,0.519,13154,375.956,12
R&B,Britney Spears,(Drop Dead) Beautiful,5Zvzva2gweeEU46XEeeFSa,47,0.0414,0.772,216400,0.768,0.0,11,0.0903,-4.52,0,0.0741,119.959,4.0,0.713,1840,479.836,18
Dance,Sean Paul,Bad Love,5OaRqgnamUsa99HzxSTdDv,60,0.0115,0.646,214270,0.877,0.000259,1,0.108,-5.228,1,0.313,104.101,4.0,0.649,11121,416.404,9
Movie,Audra McDonald,Preludium,3le1DdGThvtKaRiQxATYwG,11,0.992,0.252,176880,0.167,0.0,10,0.142,-16.859,1,0.0361,74.659,3.0,0.0394,954,223.97700000000003,15
Pop,Afro B,Drogba (Joanna),4E0teOQQQwagLVvQ7VfYm1,66,0.0206,0.966,199000,0.633,4.06e-06,2,0.0715,-6.392,1,0.101,108.011,4.0,0.767,274,432.044,17
Hip-Hop,Lil Durk,India Pt. II,6jQdrnnaQnoPiGgDEn0xcM,60,0.121,0.746,210643,0.664,0.000256,5,0.127,-4.858,0,0.0491,74.989,4.0,0.447,7522,299.956,12
Indie,M. Ward,Let's Dance,2ww6vlXkh2Ntw3pZwtqnHj,60,0.891,0.454,300187,0.207,0.0334,11,0.101,-14.445,0,0.0382,82.081,4.0,0.337,7917,328.324,13
Classical,Frédéric Chopin,"Deux Nocturnes, Op.62: 1. Nocturne In B (Andante)",0G4i5aUtMw8SQqIY6iXHrX,28,0.991,0.276,453893,0.0188,0.857,11,0.106,-32.458,1,0.0506,71.08,4.0,0.0385,4440,284.32,6
Indie,Phangs,Always Been U,35jQAfJWI7FlOo0MP1CV0W,44,0.354,0.508,183461,0.694,0.0,3,0.166,-5.258,1,0.0325,149.781,4.0,0.52,9922,599.124,13
Movie,Chorus,Ve Sab Toon Sohniyan,3pqUuhWIQEjDZYhtCi5sWk,0,0.779,0.38,199627,0.722,2.5e-05,5,0.343,-7.614,0,0.0396,174.96,4.0,0.962,2416,699.84,15
Classical,London Philharmonic Orchestra,Mars,3qTxIV00RQ6LImK8C0sarB,32,0.862,0.304,164040,0.371,0.912,2,0.615,-15.422,0,0.0564,71.96,4.0,0.0771,7684,287.84,6
Blues,Maxine Brown,All In My Mind,7omziClFP8SlnUiIOy33RH,25,0.785,0.443,153747,0.314,0.0,2,0.186,-12.294,1,0.0286,97.796,3.0,0.448,8395,293.38800000000003,3
Soundtrack,Henry Jackman,Eggsy Is Back,3ZuSGwya3hQ2Ybiy4Jj5DE,40,0.148,0.215,350200,0.611,0.852,1,0.0854,-9.616,1,0.0418,118.871,3.0,0.0397,5189,356.613,25
Dance,Timeflies,Once In a While,6cREm4bV7V79Yxdilx9HDo,66,0.00758,0.786,215160,0.687,0.0,0,0.619,-5.914,1,0.141,105.021,4.0,0.345,13195,420.084,9
Hip-Hop,Reo Cragun,Trap Music,3xRyj7zXv6q2VDOQGj8gqH,64,0.524,0.747,205220,0.412,0.0,6,0.11,-9.37,1,0.151,140.011,4.0,0.53,10450,560.044,12
